LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
location48327 et al             4                   6.03                0.66                0.66                
location48379 et al             0                   1.51                0                   0                   
location48392 et al             4                   5.57                0.72                0.72                
location48440 et al             2                   5.91                0.34                0.34                
location48491 et al             6                   5.91                1.01                1.01                
location48542 et al             2                   5.91                0.34                0.34                
location48593 et al             3                   3.83                0.78                0.78                
location48626 et al             1                   5.91                0.17                0.17                
location48677 et al             6                   5.91                1.01                1.01                
location487 et al               1                   0.93                1.08                1.08                
location48728 et al             10                  5.45                1.84                1.84                
location4875 et al              3                   6.03                0.50                0.50                
location48775 et al             1                   5.91                0.17                0.17                
location48826 et al             2                   1.86                1.08                1.08                
location48842 et al             1                   5.91                0.17                0.17                
location48893 et al             1                   0.93                1.08                1.08                
location48901 et al             5                   5.33                0.94                0.94                
location48947                   0                   0.12                0                   0                   
location48948 et al             2                   6.15                0.33                0.33                
location49001 et al             4                   5.33                0.75                0.75                
location49047 et al             2                   5.33                0.37                0.37                
location49093 et al             0                   1.51                0                   0                   
location49106 et al             1                   2.55                0.39                0.39                
location49128 et al             4                   5.80                0.69                0.69                
location49178 et al             3                   6.15                0.49                0.49                
location49231 et al             3                   5.80                0.52                0.52                
location4927 et al              1                   6.03                0.17                0.17                
location49281 et al             2                   5.91                0.34                0.34                
location49332 et al             9                   6.03                1.49                1.49                
location49384 et al             7                   1.51                4.64                4.65                
location49397 et al             1                   1.04                0.96                0.96                
location49406 et al             4                   2.20                1.82                1.82                
location49425 et al             1                   0.70                1.44                1.44                
location49431 et al             2                   1.51                1.33                1.33                
location49444 et al             5                   1.74                2.87                2.88                
location49459 et al             0                   0.23                0                   0                   
location49461 et al             8                   5.22                1.53                1.53                
location495 et al               3                   0.93                3.23                3.24                
location49515 et al             2                   4.87                0.41                0.41                
location49538 et al             1                   0.58                1.72                1.73                
location49543 et al             6                   1.74                3.45                3.45                
location49558 et al             4                   4.99                0.80                0.80                
location49601 et al             12                  5.80                2.07                2.07                
location49651 et al             3                   5.33                0.56                0.56                
location49697 et al             9                   5.57                1.62                1.62                
location49745 et al             9                   5.57                1.62                1.62                
location4979 et al              4                   4.17                0.96                0.96                
location49793 et al             10                  4.99                2.01                2.01                
location49836 et al             0                   1.62                0                   0                   
location49850 et al             2                   1.51                1.33                1.33                
location49863 et al             5                   5.45                0.92                0.92                
location49955 et al             4                   1.51                2.65                2.65                
location49968 et al             2                   5.33                0.37                0.37                
location50014 et al             3                   1.28                2.35                2.35                
location50025 et al             6                   5.22                1.15                1.15                
location50070 et al             1                   5.45                0.18                0.18                
location50117 et al             3                   5.45                0.55                0.55                
location5015 et al              11                  6.15                1.79                1.79                
location50164 et al             0                   5.33                0                   0                   
location50210 et al             2                   5.33                0.37                0.37                
location50258 et al             0                   5.33                0                   0                   
location503 et al               0                   0.93                0                   0                   
location50304 et al             7                   5.22                1.34                1.34                
location50349 et al             5                   4.99                1.00                1.00                
location50392 et al             4                   4.29                0.93                0.93                
location50429 et al             0                   5.45                0                   0                   
location50476 et al             9                   1.97                4.57                4.57                
location50493 et al             4                   5.33                0.75                0.75                
location50542 et al             5                   5.33                0.94                0.94                
location50588 et al             0                   3.01                0                   0                   
location50614 et al             2                   5.33                0.37                0.37                
location50661 et al             3                   1.16                2.59                2.59                
location50675 et al             8                   5.22                1.53                1.53                
location5068 et al              8                   6.03                1.33                1.33                
location50720 et al             0                   2.43                0                   0                   
location50741 et al             2                   4.87                0.41                0.41                
location50790 et al             1                   0.81                1.23                1.23                
location50797 et al             0                   0.58                0                   0                   
location50802 et al             0                   1.62                0                   0                   
location50816 et al             0                   4.29                0                   0                   
location50879 et al             2                   3.01                0.66                0.66                
location50905 et al             0                   0.46                0                   0                   
location50909 et al             0                   3.59                0                   0                   
location50940 et al             3                   5.57                0.54                0.54                
location50971 et al             1                   3.48                0.29                0.29                
location51085 et al             2                   3.25                0.62                0.62                
location511 et al               0                   1.62                0                   0                   
location51113 et al             2                   3.48                0.57                0.57                
location51143 et al             1                   2.78                0.36                0.36                
location51167 et al             4                   2.78                1.44                1.44                
location5120 et al              7                   6.15                1.14                1.14                
location51220                   1                   0.12                8.62                8.63                
location51221 et al             0                   2.55                0                   0                   
location51265 et al             1                   2.55                0.39                0.39                
location51306 et al             0                   2.09                0                   0                   
location51324 et al             1                   1.16                0.86                0.86                
location51334 et al             0                   0.23                0                   0                   
location51336 et al             0                   0.23                0                   0                   
location51338 et al             0                   1.74                0                   0                   
location51353 et al             1                   3.94                0.25                0.25                
location51387 et al             11                  6.03                1.82                1.83                
location51439 et al             1                   5.57                0.18                0.18                
location51487 et al             5                   5.57                0.90                0.90                
location51535 et al             5                   5.91                0.85                0.85                
location5173 et al              10                  6.03                1.66                1.66                
location5225 et al              1                   5.33                0.19                0.19                
location525 et al               2                   0.93                2.16                2.16                
location5288 et al              7                   6.15                1.14                1.14                
location533 et al               1                   0.93                1.08                1.08                
location5341 et al              6                   6.15                0.98                0.98                
location5394 et al              3                   6.15                0.49                0.49                
location541 et al               1                   0.93                1.08                1.08                
location5447 et al              2                   5.45                0.37                0.37                
location549 et al               4                   0.93                4.31                4.31                
location5494 et al              2                   5.57                0.36                0.36                
location5542 et al              0                   1.97                0                   0                   
location5559 et al              8                   6.15                1.30                1.30                
location557 et al               2                   0.93                2.16                2.16                
location5612 et al              1                   6.03                0.17                0.17                
location565 et al               2                   0.93                2.16                2.16                
location5664 et al              9                   6.15                1.46                1.47                
location5717 et al              3                   6.03                0.50                0.50                
location573 et al               3                   0.93                3.23                3.24                
location5769 et al              14                  6.15                2.28                2.28                
location581 et al               1                   1.28                0.78                0.78                
location5822 et al              4                   1.62                2.46                2.47                
location5836 et al              5                   5.91                0.85                0.85                
location5887 et al              0                   3.71                0                   0                   
location5919 et al              20                  5.57                3.59                3.60                
location592 et al               1                   0.93                1.08                1.08                
location5967 et al              3                   6.03                0.50                0.50                
location600 et al               1                   0.35                2.87                2.88                
location6019 et al              1                   1.51                0.66                0.66                
location603 et al               4                   5.91                0.68                0.68                
location6032 et al              4                   5.91                0.68                0.68                
location6083 et al              4                   6.03                0.66                0.66                
location6135 et al              6                   6.15                0.98                0.98                
location6188 et al              4                   1.62                2.46                2.47                
location6202 et al              6                   6.15                0.98                0.98                
location6255 et al              4                   5.45                0.73                0.73                
location6302 et al              0                   5.91                0                   0                   
location6353 et al              13                  5.57                2.34                2.34                
location6401 et al              5                   6.15                0.81                0.81                
location6454 et al              2                   5.33                0.37                0.37                
location6500 et al              0                   3.01                0                   0                   
location6526 et al              4                   1.51                2.65                2.65                
location6539 et al              5                   5.91                0.85                0.85                
location654 et al               8                   5.91                1.35                1.35                
location6590 et al              2                   6.15                0.33                0.33                
location6643 et al              0                   1.51                0                   0                   
location6656 et al              2                   3.59                0.56                0.56                
location6687 et al              3                   1.74                1.72                1.73                
location6702 et al              0                   5.68                0                   0                   
location6751 et al              0                   6.03                0                   0                   
location6803 et al              3                   5.91                0.51                0.51                
location6854 et al              0                   0.70                0                   0                   
location6860 et al              2                   1.51                1.33                1.33                
location6873 et al              6                   5.57                1.08                1.08                
location6921 et al              3                   1.51                1.99                1.99                
location6934 et al              4                   5.10                0.78                0.78                
location6978 et al              3                   6.15                0.49                0.49                
location7031 et al              0                   1.28                0                   0                   
location7042 et al              1                   1.51                0.66                0.66                
location705 et al               1                   1.51                0.66                0.66                
location7055 et al              5                   5.91                0.85                0.85                
location7106 et al              2                   1.51                1.33                1.33                
location7119 et al              4                   6.15                0.65                0.65                
location7172 et al              2                   6.03                0.33                0.33                
location718 et al               4                   1.51                2.65                2.65                
location7224 et al              9                   10.67               0.84                0.84                
location7268 et al              2                   3.36                0.59                0.59                
location7297 et al              1                   1.28                0.78                0.78                
location7308 et al              4                   6.15                0.65                0.65                
location731 et al               3                   5.91                0.51                0.51                
location7361 et al              1                   1.51                0.66                0.66                
location7374 et al              0                   1.62                0                   0                   
location7388 et al              2                   5.91                0.34                0.34                
location7439 et al              5                   1.51                3.32                3.32                
location7452 et al              4                   5.91                0.68                0.68                
location7503 et al              5                   5.91                0.85                0.85                
location7554 et al              1                   1.51                0.66                0.66                
location7567 et al              6                   6.15                0.98                0.98                
location7620 et al              10                  5.33                1.87                1.88                
location7666 et al              1                   5.33                0.19                0.19                
location7712 et al              1                   6.15                0.16                0.16                
location7765 et al              3                   6.15                0.49                0.49                
location7818 et al              1                   6.15                0.16                0.16                
location782 et al               6                   5.91                1.01                1.01                
location7871 et al              3                   5.91                0.51                0.51                
location7922 et al              6                   6.15                0.98                0.98                
location7975 et al              5                   6.03                0.83                0.83                
location8027 et al              5                   5.91                0.85                0.85                
location8078 et al              2                   1.28                1.57                1.57                
location8089 et al              4                   6.15                0.65                0.65                
location8142 et al              3                   1.51                1.99                1.99                
location8155 et al              3                   6.03                0.50                0.50                
location8207 et al              6                   3.13                1.92                1.92                
location8234 et al              5                   5.10                0.98                0.98                
location8278 et al              3                   1.74                1.72                1.73                
location8293 et al              4                   1.62                2.46                2.47                
location833 et al               0                   5.91                0                   0                   
location8355 et al              1                   4.99                0.20                0.20                
location8398 et al              7                   6.03                1.16                1.16                
location8450 et al              3                   2.32                1.29                1.29                
location8470 et al              5                   0.93                5.39                5.39                
location8478 et al              1                   5.91                0.17                0.17                
location8529 et al              3                   1.51                1.99                1.99                
location8542 et al              1                   1.74                0.57                0.57                
location8557 et al              4                   6.15                0.65                0.65                
location8610 et al              1                   1.16                0.86                0.86                
location8620 et al              1                   5.33                0.19                0.19                
location8666 et al              0                   3.25                0                   0                   
location8694 et al              6                   5.91                1.01                1.01                
location8745 et al              7                   6.03                1.16                1.16                
location8797 et al              0                   1.86                0                   0                   
location8813 et al              6                   5.33                1.12                1.13                
location884 et al               7                   5.91                1.18                1.18                
location8859 et al              1                   1.74                0.57                0.57                
location8874 et al              4                   6.15                0.65                0.65                
location8927 et al              10                  6.15                1.63                1.63                
location8980 et al              1                   1.51                0.66                0.66                
location8993 et al              3                   6.15                0.49                0.49                
location9046 et al              3                   1.62                1.85                1.85                
location9060 et al              4                   5.33                0.75                0.75                
location9106 et al              2                   6.15                0.33                0.33                
location9159 et al              0                   2.20                0                   0                   
location9178 et al              5                   6.03                0.83                0.83                
location9230 et al              3                   3.36                0.89                0.89                
location9259 et al              3                   1.51                1.99                1.99                
location9272 et al              13                  5.57                2.34                2.34                
location9320 et al              2                   3.13                0.64                0.64                
location9347 et al              2                   3.36                0.59                0.59                
location935 et al               2                   3.83                0.52                0.52                
location9376 et al              6                   5.33                1.12                1.13                
location9422 et al              7                   5.91                1.18                1.18                
location9473 et al              1                   1.51                0.66                0.66                
location9486 et al              7                   6.15                1.14                1.14                
location9539 et al              10                  5.57                1.80                1.80                
location9587 et al              0                   1.74                0                   0                   
location9602 et al              1                   6.15                0.16                0.16                
location9655 et al              4                   1.51                2.65                2.65                
location9668 et al              8                   6.15                1.30                1.30                
location9721 et al              3                   5.45                0.55                0.55                
location9768 et al              0                   1.51                0                   0                   
location9781 et al              5                   5.33                0.94                0.94                
location9827 et al              3                   2.32                1.29                1.29                
location9847 et al              3                   3.48                0.86                0.86                
location9877 et al              1                   5.91                0.17                0.17                
location9928 et al              5                   1.51                3.32                3.32                
location9941 et al              2                   6.03                0.33                0.33                
